VSA_EState4,MinEStateIndex,BCUT2D_MRHI,BCUT2D_LOGPHI,SMR_VSA10,MinAbsEStateIndex,MolLogP,FpDensityMorgan2,VSA_EState6,MaxAbsEStateIndex,FpDensityMorgan3,TPSA,Kappa3,MolMR,EState_VSA2,Chi0,BCUT2D_LOGPLOW,EState_VSA3,Chi2v,MolWt,BCUT2D_MWHI,PEOE_VSA1,BCUT2D_CHGLO,BalabanJ,MaxPartialCharge,SlogP_VSA2,qed,AvgIpc,MinPartialCharge,BCUT2D_MWLOW,Kappa2,Chi4v,Chi0v,Chi4n,NHOHCount,NumAromaticCarbocycles,VSA_EState3,Chi3v,Chi1v,BCUT2D_MRLOW,MinAbsPartialCharge,BCUT2D_CHGHI,PEOE_VSA7,VSA_EState5,MaxAbsPartialCharge,HeavyAtomMolWt,SlogP_VSA6,EState_VSA10,conductivity_class
0.9375,0.9375,5.302311349,1.924812575,0.0,0.9375,1.6679,1.75,9.602407407,5.099814815,2.125,0.0,0.885977034,34.377,0.0,5.819990956,-1.657695859,0.0,1.510362971,102.136,13.80225404,0.0,-1.819867116,3.049388908,0.024207756,0.0,0.43694442,1.903491193,-0.114665305,10.22491379,2.181847728,0.534377897,4.464101615,0.534377897,0.0,1.0,0.0,0.940455735,2.449358737,1.653105502,0.024207756,1.75921691,12.13273414,2.526944444,0.114665305,96.088,30.33183534,0.0,Class_0
0.0,1.377497953,6.605415881,2.593280752,129.2693811,1.377497953,12.1518,0.261904762,42.05138542,2.366552448,0.380952381,0.0,1.714528175,183.63,0.0,26.58432852,-1.994696136,0.0,12.61880215,522.606,14.32019924,0.0,-2.285102341,1.644980756,-4.76e-05,0.0,0.137212754,3.055287007,-0.060988711,9.733714304,5.932498034,9.873289452,22.39230485,9.873289452,0.0,13.0,33.94861458,11.12777675,14.96410162,1.808684914,4.76e-05,2.301311341,129.2693811,0.0,0.060988711,504.462,109.1946072,0.0,Class_1
0.0,-0.21797188,7.334867113,2.549946231,94.52722242,0.203266075,7.0239,0.606060606,9.255358718,10.22487793,0.878787879,121.38,2.305959348,135.0978,34.497071,22.75626588,-1.744721724,0.0,11.08640076,492.555,32.13598413,30.63916437,-2.020479067,1.870533494,0.1583585,30.63916437,0.126505433,3.405077133,-0.504244091,10.02625463,6.015916261,8.629211465,18.8216178,4.566673604,6.0,4.0,65.93812784,9.546872349,12.22997702,0.404759637,0.1583585,2.233805985,18.19910121,-1.263713864,0.504244091,480.459,36.39820241,30.63916437,Class_1
-2.213675149,-0.744276712,6.463331956,2.622207734,87.75395485,0.121300548,5.2424,0.333333333,0.0,10.77896056,0.444444444,214.4,1.433649826,122.4304,87.75395485,24.68483359,-1.82083063,0.0,8.830095834,488.316,16.40551038,58.52082291,-2.057825742,1.892564678,0.205433087,40.85221916,0.128587044,3.601517708,-0.501571997,9.928829396,4.813662732,5.827210217,17.21070193,5.827210217,8.0,5.0,87.2020889,7.250817015,10.42184754,0.387490517,0.205433087,2.372059149,0.0,-5.954213698,0.501571997,480.252,17.66860375,40.85221916,Class_2
2.13313933,-0.366293377,6.361108388,2.465797764,34.56901818,0.310050548,2.7977,0.677419355,7.80111804,10.03287548,0.967741935,161.7,2.177610952,109.7448,34.497071,21.60156534,-2.476958361,51.25937266,7.215855293,416.349,16.31021302,30.63916437,-2.379946238,1.761643258,0.159118383,53.04593346,0.307036046,2.719367039,-0.504242164,9.971448907,5.448033814,3.847433039,15.43623757,3.847433039,6.0,3.0,59.99771207,5.3158163,9.068203581,0.403022322,0.159118383,2.399953125,18.19910121,-1.257852381,0.504242164,404.253,51.37541661,30.63916437,Class_1
-1.104722222,-1.374444444,5.984066383,2.105756469,17.90791586,0.368240741,0.7812,0.866666667,2.699722222,10.56470522,1.0,111.9,2.305256473,47.3199,16.69035448,11.58542196,-2.065257257,0.0,2.714495799,210.141,16.37305107,15.31958218,-2.003555392,3.387380075,0.33523137,33.22749805,0.679088944,2.16326513,-0.477638687,10.05915428,3.78634806,0.998016605,7.298436465,0.998016605,3.0,1.0,25.83421769,1.673864427,3.765243637,0.069553734,0.33523137,2.137637823,18.19910121,-4.123333333,0.477638687,204.093,18.19910121,14.38361155,Class_0
3.996901861,-0.529952759,6.419480896,2.409051874,45.7759399,0.249927984,3.12088,0.852941176,6.160429894,13.51964463,1.088235294,132.12,2.285946306,122.3514,22.25380597,24.04915909,-2.436250123,44.92293296,8.52804544,454.446,16.18267148,0.0,-2.315524281,1.604047134,0.265611511,44.02344615,0.447419975,3.317266112,-0.280396407,9.85245357,6.471361799,5.029776558,18.73124862,5.029776558,2.0,2.0,14.4620503,6.520335444,10.62393176,0.087235242,0.265611511,2.419672695,51.96041707,-2.119811036,0.280396407,436.302,24.26546827,19.17814874,Class_0
4.549189342,0.590185185,5.869781569,2.158951696,33.36115731,0.590185185,2.7262,0.722222222,15.48399282,4.49170446,1.0,51.56,1.322348659,70.14,0.0,11.94938299,-1.935692775,11.29435444,4.071855861,232.246,14.98565519,0.0,-2.008564326,2.197069577,0.198536233,19.93591408,0.437298327,2.424428959,-0.223554902,10.26320565,3.43403111,2.012869734,9.407656536,2.012869734,0.0,2.0,0.0,2.868876174,5.69355492,1.256394327,0.198536233,2.048186308,24.26546827,0.0,0.223554902,224.182,48.53093655,0.0,Class_2
1.802209625,-0.381037461,5.664388691,2.310226101,0.0,0.300368271,2.433,0.433333333,7.493687484,9.842101515,0.566666667,121.38,3.355587229,107.2548,34.497071,21.4134846,-1.904603258,33.38070895,6.409518678,396.354,16.30996314,30.63916437,-2.051040331,2.083526208,0.158239217,30.63916437,0.200595045,2.699849609,-0.504229136,10.00505025,6.945502844,2.754985608,15.14738319,2.754985608,6.0,3.0,59.05260909,4.339660179,8.555742402,0.403120698,0.158239217,2.103735638,0.0,14.6514938,0.504229136,384.258,36.39820241,30.63916437,Class_0
57.1861238,0.332956007,6.09629993,2.409342461,89.63269594,0.332956007,3.5268,0.5,13.79534229,6.256392387,0.729166667,317.08,3.761436116,191.3526,0.0,33.17011496,-1.955248656,135.1841199,11.7165108,634.672,15.05908933,55.83729686,-2.039286665,1.519105374,0.164332247,39.87182817,0.106677355,3.736825786,-0.397042624,10.06150949,9.101371528,6.108756824,24.92088588,6.108756824,18.0,4.0,2.61110587,8.644860596,14.6114848,1.189929319,0.164332247,2.241956139,48.53093655,1.331824029,0.397042624,608.464,48.53093655,0.0,Class_1
3.67047792,-0.404338042,7.576273795,2.527166706,89.10264069,0.333453851,6.2567,0.695652174,10.79612819,10.5299122,1.0,222.2,3.22205751,170.9524,22.99804733,31.7559014,-2.012635851,77.39464626,11.78009025,652.626,32.14075998,49.98641845,-2.165360113,1.479528198,0.159051586,58.73349842,0.097923737,3.801590131,-0.504243464,10.10714431,8.677826152,7.35395136,24.32928223,6.253956065,8.0,5.0,85.37364822,9.293847839,14.83461474,0.404423938,0.159051586,2.310517995,24.26546827,-3.153095357,0.504243464,636.498,57.25633513,40.85221916,Class_0
0.0,-0.334523075,6.263049358,2.448460176,32.31734529,0.334523075,3.3798,0.416666667,8.040668934,9.820161775,0.541666667,121.38,1.765380917,88.9488,34.497071,17.17084392,-1.849451075,32.31734529,5.659518678,324.288,16.31007882,30.63916437,-2.131227141,2.397005548,0.157557626,30.63916437,0.217758796,2.530208529,-0.504244761,9.928829396,4.483195416,3.067485608,12.14738319,3.067485608,6.0,4.0,61.96646951,4.214660179,7.055742402,0.403884721,0.157557626,2.156552948,68.7155477,-2.007138448,0.504244761,312.192,36.39820241,30.63916437,Class_1
17.31088908,-0.587168577,6.340502654,2.52451815,49.37950411,0.186657218,2.1264,0.666666667,3.570663265,10.05830425,0.888888889,199.44,1.872323703,102.186,49.37950411,19.78157438,-1.972015219,0.0,6.241605136,369.333,16.3112411,47.8401668,-2.180044366,2.528924048,0.181158335,30.63916437,0.126403532,2.614213216,-0.504189363,9.900594409,4.944717801,3.498150439,13.64738319,3.498150439,12.0,4.0,61.45332278,4.760427559,7.689716998,0.405773491,0.181158335,2.231717633,34.35777385,-3.334875126,0.504189363,354.213,18.19910121,30.63916437,Class_2
34.0,0.179814815,6.019830862,2.393602351,34.12431765,0.179814815,-0.8202,0.416666667,0.0,5.486851852,0.5,156.12,0.815105762,52.9164,34.12431765,9.464101615,-2.100569729,0.0,2.482050808,168.204,14.85093307,34.40200486,-2.126319832,3.603567451,0.082530878,0.0,0.277734269,2.081571824,-0.395254925,10.12205157,2.260633977,0.870512702,6.464101615,0.870512702,12.0,1.0,0.0,1.741025404,3.232050808,1.612554544,0.082530878,2.120761544,0.0,0.0,0.395254925,156.108,0.0,0.0,Class_2
0.0,-0.295434146,7.312469784,2.649924398,94.52722242,0.295434146,5.3373,0.444444444,0.0,10.57079011,0.592592593,121.38,1.189295356,108.6558,34.497071,18.51362519,-1.82083063,60.51686479,9.684434054,414.441,32.13587979,30.63916437,-2.098779303,2.100773852,0.176783547,30.63916437,0.14719487,3.32323296,-0.503232927,9.928829396,3.86226883,7.979992399,15.35751619,4.370407663,6.0,4.0,67.53107285,9.047697497,10.2658754,0.413320389,0.176783547,2.335038588,0.0,-1.772604875,0.503232927,408.393,0.0,30.63916437,Class_1
0.166666667,-1.063019652,5.910581912,2.032250721,11.93861058,0.083333333,1.083,1.083333333,5.022962963,10.33465372,1.25,74.6,1.601892952,40.3606,11.12690298,9.137828202,-1.989955982,0.0,2.187655398,166.132,16.36879467,10.21305479,-1.942097043,3.006149834,0.335179028,22.15166537,0.688908808,2.042910953,-0.477639246,10.13634719,3.04193048,0.755381829,6.020324849,0.755381829,2.0,1.0,16.9337689,1.37880133,3.176829091,0.068094337,0.335179028,2.042724159,24.26546827,-2.126039305,0.477639246,160.084,24.26546827,9.589074368,Class_0
-1.841623992,-0.613874664,6.425393069,2.461910966,64.63469057,0.005324232,3.2334,0.5,6.66742221,13.65998011,0.722222222,172.59,2.086028089,133.8348,64.63469057,25.36699634,-1.993319641,0.0,8.896891113,480.384,16.31039531,30.63916437,-2.026616651,1.996608099,0.19459155,30.63916437,0.178199306,3.369147275,-0.504244737,9.989180374,6.02460803,5.557764128,17.87212806,5.557764128,6.0,7.0,61.42304414,7.067222552,10.66811484,0.40468149,0.19459155,2.282235542,52.55687505,-3.228782678,0.504244737,468.288,50.78181396,45.02277592,Class_1
0.291549009,-0.487961913,6.357664371,2.472050086,76.20118047,0.072887252,7.026,0.354166667,16.69054403,14.30278512,0.5,195.98,3.396929122,178.1034,22.25380597,33.49638837,-2.206573629,64.63469057,12.09102454,636.568,16.31391906,40.85221916,-2.21613778,1.401656848,0.194058947,52.41870905,0.063221647,3.058092116,-0.504244761,9.791860533,8.859140091,7.222295951,24.32240858,7.222295951,8.0,8.0,88.05785145,9.493774387,14.6253059,0.097939784,0.194058947,2.321346995,137.4310954,-4.312181389,0.504244761,616.408,72.79640482,50.44129353,Class_1
19.35333333,-0.690185185,6.23159822,2.112627508,11.56648989,0.341018519,-2.6038,0.75,0.0,11.01351852,0.916666667,138.22,0.815105762,40.8156,22.78815725,9.464101615,-2.365913337,0.0,2.312948829,168.156,16.14597776,22.93466991,-2.129675136,3.316452212,0.228256039,11.56648989,0.292315581,2.081571824,-0.393696755,10.01172774,2.260633977,0.779421671,6.125897658,0.779421671,8.0,0.0,0.0,1.558843341,3.062948829,-0.11628959,0.228256039,2.279190245,0.0,-1.38037037,0.393696755,160.092,22.78815725,9.589074368,Class_0
3.701958997,-0.319194264,7.327237955,2.564309841,32.07341159,0.277196682,7.2756,0.6,17.81951738,10.32265822,0.9,161.84,4.063343324,154.7644,45.99609467,28.29179978,-1.816889654,43.13500334,11.12583627,572.616,32.1361686,40.85221916,-2.092871604,1.735610503,0.157541255,40.85221916,0.102252236,3.469169976,-0.504259628,9.986324258,9.296201966,7.506895037,21.95540174,4.552380751,8.0,4.0,80.85644352,9.167964327,13.44047961,0.40369977,0.157541255,2.259403775,82.91747665,-2.380852839,0.504259628,552.456,72.79640482,40.85221916,Class_1
8.46089947,-0.888247881,5.812084424,2.775305308,0.0,0.288571462,8.6242,1.019230769,0.0,16.04541969,1.788461538,161.84,2.621652692,179.8424,40.3141541,35.2867634,-2.526283328,33.43862718,16.35303192,698.674,19.14403869,40.85221916,-2.63218536,1.29393132,0.160815195,40.85221916,0.133608996,3.102184315,-0.508098404,9.39198097,8.195736367,13.52298341,26.88064309,13.52298341,8.0,1.0,92.40711983,14.75294182,17.74373956,0.174599411,0.160815195,2.667907311,104.2812879,-12.11320373,0.508098404,670.45,139.7738548,40.85221916,Class_2
0.0,0.752314815,8.104656505,2.086471447,29.16719668,0.752314815,1.2969,1.875,0.0,4.845401235,2.125,3.24,1.356171274,42.391,0.0,5.983127663,-2.204810727,0.0,3.089600055,147.268,32.14267056,4.899909731,-2.119348579,2.349936739,0.132777164,22.30995663,0.406185915,2.115968032,-0.357727181,10.39358405,2.688486328,1.290992156,6.342026378,0.90841797,0.0,0.0,0.0,1.917624733,3.639255159,0.539308994,0.132777164,2.101533069,12.84164325,0.0,0.357727181,138.196,0.0,0.0,Class_0
0.0,-0.94406436,6.343113581,2.554785823,64.63469057,0.037480894,6.8394,0.805555556,22.70210697,11.52312217,1.472222222,121.38,2.395844875,141.4668,21.90818448,24.87758622,-1.893447346,21.54489686,9.078534293,474.468,16.34449328,30.63916437,-2.17886093,1.883474502,0.204599743,30.63916437,0.061944282,2.894940706,-0.506628539,9.875922082,6.733367037,5.510907192,18.6114848,5.510907192,6.0,7.0,71.04297308,7.203885565,11.3057424,0.349762262,0.204599743,2.25246786,61.96903778,-3.745080056,0.506628539,456.324,72.79640482,30.63916437,Class_0
6.44834563,0.597168543,6.058354612,2.36092772,44.13360574,0.597168543,6.8692,0.55,32.24029845,5.015073381,0.825,108.92,3.010061728,156.0534,0.0,26.20816706,-1.824807418,45.88632688,9.792009903,514.552,15.05458987,9.967957042,-1.959806073,1.514220409,0.16425239,39.87182817,0.228577422,3.728016802,-0.32375773,10.09706617,7.874272387,5.59078743,20.92088588,5.59078743,2.0,4.0,3.820335036,7.460387925,12.99268265,1.189967501,0.16425239,2.211523774,0.0,2.388674174,0.32375773,496.408,97.0618731,0.0,Class_1
0.0,0.846351796,7.838505458,2.41391844,108.0900802,0.846351796,6.8784,0.416666667,12.33783919,4.53847042,0.541666667,0.0,2.625986032,122.472,0.0,17.17084392,-1.871185293,0.0,8.550352803,420.696,32.1244743,0.0,-2.144600818,2.397005548,0.018038271,0.0,0.129645206,2.530208529,-0.142268481,9.941067989,6.179723727,4.229380611,17.51394633,3.067485608,0.0,4.0,6.686560847,6.963853517,9.739023975,1.282962627,0.018038271,2.131897272,68.7155477,0.0,0.142268481,408.6,65.77110326,0.0,Class_0
23.57407407,0.464537037,5.778288349,2.234231495,22.7495451,0.464537037,0.0154,0.8,3.092592593,5.428981481,1.0,104.08,0.906991215,44.0916,0.0,7.723614639,-1.999123979,22.7495451,2.11004234,138.174,14.72740008,22.93466991,-2.030264265,3.282462907,0.056951688,0.0,0.379030761,1.841127075,-0.396998433,10.19826423,1.982580224,0.668393829,5.464101615,0.668393829,8.0,1.0,0.0,1.288675135,2.809401077,1.635717761,0.056951688,1.974709166,12.13273414,0.0,0.396998433,128.094,12.13273414,0.0,Class_0
-4.899444444,-1.67537037,5.804699373,2.541692111,17.06215882,1.454259259,0.528,0.777777778,0.0,10.46226002,0.888888889,190.11,1.662822241,51.3996,0.0,14.19615242,-1.993659013,0.0,2.862970142,261.102,16.64380313,15.31958218,-2.030457193,3.938405305,0.366399267,30.08951533,0.513522477,2.135213361,-0.497094022,10.15397895,4.00313816,1.19172045,8.132771316,1.19172045,3.0,1.0,58.90155329,1.893542951,3.937085902,-0.406679736,0.366399267,2.425459455,0.0,-5.026111111,0.497094022,258.078,0.0,45.66253699,Class_2
0.254465703,-0.451065497,6.457092818,2.56767344,65.02612008,0.084821901,3.3378,0.633333333,0.0,10.60675333,0.9,160.05,1.327796146,108.4098,32.7087748,20.63494553,-1.976033866,32.31734529,7.403083253,399.318,16.31169869,30.63916437,-2.21616115,2.079919234,0.184624013,45.59109993,0.127629243,2.764339486,-0.503735961,9.854520384,4.380703067,4.839419419,14.75697317,4.839419419,6.0,4.0,66.85692208,6.097849745,8.903083253,0.410002604,0.184624013,2.302164117,0.0,-2.61371016,0.503735961,390.246,18.59053071,30.63916437,Class_0
2.13313933,-0.366293377,6.361108388,2.465797764,34.56901818,0.310050548,2.7977,0.677419355,7.80111804,10.03287548,0.967741935,161.7,2.177610952,109.7448,34.497071,21.60156534,-2.476958361,51.25937266,7.215855293,416.349,16.31021302,30.63916437,-2.379946238,1.761643258,0.159118383,53.04593346,0.307036046,2.719367039,-0.504242164,9.971448907,5.448033814,3.847433039,15.43623757,3.847433039,6.0,3.0,59.99771207,5.3158163,9.068203581,0.403022322,0.159118383,2.399953125,18.19910121,-1.257852381,0.504242164,404.253,51.37541661,30.63916437,Class_1
0.0,1.412037037,7.254271145,2.245361889,32.07341159,1.412037037,2.9628,1.375,4.314814815,2.157407407,1.875,0.0,0.501192714,39.702,0.0,5.397341225,-1.326792338,0.0,3.465091047,140.232,32.13607061,0.0,-1.634514629,3.062247833,0.045001368,0.0,0.527461214,2.150348863,-0.142903986,10.53508825,1.569314512,2.521262994,5.75889082,0.697234872,0.0,0.0,4.252314815,2.965099943,4.13297537,2.235624148,0.045001368,1.902762696,22.89285968,0.0,0.142903986,136.2,22.89285968,0.0,Class_2
0.0,-1.202202211,6.263049358,2.409051874,114.0228755,0.129871032,2.3238,0.444444444,0.0,10.67159011,0.592592593,121.38,1.438940488,105.8448,34.497071,18.51362519,-1.979705879,20.4125693,15.36143874,701.04,16.32023679,0.0,-2.106834914,2.100773852,0.159118383,91.93212526,0.082174129,3.32323296,-0.477639247,10.02937223,4.523188476,14.67253056,19.89911994,4.370407663,6.0,4.0,69.22956173,15.74023565,14.80747915,0.403884721,0.159118383,2.188862533,0.0,-0.77922619,0.477639247,694.992,0.0,30.63916437,Class_2
0.0,0.585648148,7.733447139,1.822622641,24.43574689,0.585648148,1.80178,1.375,0.0,4.762268519,1.625,31.58,1.019024129,36.8114,0.0,5.983127663,-1.753158505,9.281178535,2.096753339,144.224,32.09408265,9.967957042,-1.803725188,3.586135822,0.137949702,9.967957042,0.543991943,1.768177215,-0.349038758,10.77127845,2.192057058,0.619736291,5.604190281,0.365802397,2.0,0.0,0.0,1.491577176,2.885428474,1.158616413,0.137949702,1.736022647,0.0,0.0,0.349038758,140.192,12.39368714,0.0,Class_1
49.76354374,0.101444924,6.222975268,2.456922896,83.94530966,0.101444924,3.1318,0.958333333,16.82382681,6.760676337,1.541666667,306.22,3.413457843,190.7299,62.75486736,33.17011496,-2.087228688,44.84251485,11.51624994,634.672,15.33257626,50.96232113,-2.099705885,1.568567214,0.16641421,39.56395209,0.08546772,3.793823326,-0.396978274,10.03248984,9.101371528,6.403989858,24.94544974,6.403989858,17.0,4.0,2.251331609,8.830536562,14.64147081,1.046681889,0.16641421,2.272270924,6.066367068,7.926643371,0.396978274,608.464,54.59730362,0.0,Class_1
0.0,1.294953704,6.263049358,2.409051874,122.8476003,1.294953704,-7.1568,0.416666667,0.0,2.621712963,0.5,0.0,2.285935834,67.14,0.0,9.464101615,-1.979705879,0.0,7.721370023,551.874,16.32023679,0.0,-2.106834914,3.603567451,0.159118383,96.07636959,0.281448825,2.081571824,-0.477639247,10.02937223,4.907908531,5.980342506,16.94274005,0.672910197,0.0,1.0,0.0,11.96068501,8.471370023,0.403884721,0.159118383,2.188862533,0.0,0.0,0.477639247,545.826,0.0,0.0,Class_2
0.0,-0.348492396,6.332386022,2.47803632,64.63469057,0.340202757,6.2506,0.289473684,14.85866957,10.34569116,0.421052632,161.84,2.735718519,144.7964,45.99609467,26.6180732,-1.884418174,64.63469057,9.489400576,506.466,16.31357349,40.85221916,-2.165894471,1.832979467,0.157557626,40.85221916,0.067982413,2.877795574,-0.504244761,9.877190714,7.043537047,5.581006214,19.35121146,5.581006214,8.0,7.0,89.22944437,7.357580777,11.56235707,0.404288356,0.157557626,2.188862533,125.2983613,-2.754780611,0.504244761,488.322,60.66367068,40.85221916,Class_2
4.247864072,-0.348736445,5.958157447,2.460368314,0.0,0.307919591,5.9994,0.447368421,20.73265678,10.21041396,0.631578947,161.84,4.307294414,141.5044,45.99609467,27.13709924,-1.92744916,44.50761193,8.757349769,510.498,16.31344797,40.85221916,-2.190124261,1.887534574,0.157511762,40.85221916,0.136561392,2.896838251,-0.504259628,9.85063214,9.179379748,4.318909149,19.66061253,4.318909149,8.0,5.0,80.31276996,6.303365188,11.39569041,0.403649374,0.157511762,2.19005287,105.1712826,-2.626624144,0.504259628,488.322,84.92913896,40.85221916,Class_1
0.0,0.798611111,7.805395429,2.713011297,12.62878915,0.798611111,3.2329,1.2,0.0,4.994560973,1.866666667,0.0,0.798642549,63.779,0.0,9.731686329,-2.654466834,0.0,7.788116964,220.381,32.11699689,0.0,-2.708271832,1.692398045,0.007901007,5.24993803,0.595357283,2.256997417,-0.175326575,9.35522024,2.443801137,7.577568,10.07332712,6.891941906,0.0,0.0,0.798611111,7.798116273,7.523746241,-0.198392795,0.007901007,2.651790727,79.44735648,8.982067901,0.175326575,200.221,0.0,0.0,Class_0
-2.744444444,-0.457407407,7.104910088,1.99125769,34.27011002,0.457407407,0.11862,0.416666667,0.0,7.124074074,0.5,143.1,0.815105762,46.3602,0.0,9.464101615,-2.472419492,0.0,2.25,162.156,14.72510748,0.0,-2.158403919,3.254943487,0.108506709,34.27011002,0.287362396,2.081571824,-0.296384858,9.890841416,2.260633977,0.75,6.0,0.75,6.0,0.0,42.74444444,1.5,3.0,1.438356642,0.108506709,2.306688306,0.0,0.0,0.296384858,156.108,0.0,0.0,Class_2
8.852450918,-1.087222222,6.511305286,2.227924647,35.19475268,0.149022109,-1.0635,1.217391304,0.0,12.00435248,1.652173913,194.41,2.828522062,76.8021,30.36917874,17.14589989,-2.318817675,0.0,4.150686638,318.249,16.2490208,26.99717835,-2.15010337,2.413859735,0.232863481,42.51472519,0.252980672,2.466224975,-0.514674141,9.842815694,5.928376585,1.720840353,11.34756419,1.720840353,7.0,0.0,20.34550312,2.741559285,5.952461809,-0.123900764,0.232863481,2.38496462,0.0,-3.685575607,0.514674141,308.169,35.44342938,14.38361155,Class_2
